sid,單季,負債總額,負債總額百分比,每股淨值(元),股東權益總額
1714,2020Q3,78.22,32.6,12.27,161.6
1714,2020Q2,87.09,35.4,12.27,159.2
1714,2020Q1,95.66,40.7,10.45,139.3
1714,2019Q4,99.64,41.9,10.45,138.2
1714,2019Q3,108.4,43.5,10.76,141
1714,2019Q2,117.1,44.7,11.07,144.7
1714,2019Q1,113.5,43.6,11.23,146.5
1714,2018Q4,109.1,42.9,11,145.2
1714,2018Q3,125.3,46.6,10.93,143.8
1714,2018Q2,122.4,45.4,11.18,147.2
1714,2018Q1,116.5,43.8,11.42,149.4
1714,2017Q4,122.6,45.6,11.16,146.2
1714,2017Q3,127,46.2,11.19,148
1714,2017Q2,127,46.6,11.33,145.3
1714,2017Q1,135.3,48.6,11.16,142.8
1714,2016Q4,144.1,48.7,11.42,152
1714,2016Q3,145,49.7,11.31,146.6
1714,2016Q2,149.8,50.1,11.91,148.9
1714,2016Q1,162.8,52.3,11.9,148.7
1714,2015Q4,162.6,52,11.94,149.8
1714,2015Q3,160.2,50.8,12.29,155
1714,2015Q2,222.4,59.9,11.66,149.1
1714,2015Q1,291.1,65.8,11.64,151.4
1714,2014Q4,322.2,67.8,11.72,153.2
1714,2014Q3,285.9,64,11.93,160.9
1714,2014Q2,269.2,62.9,12.32,158.8
1714,2014Q1,254.1,61,12.53,162.3
1714,2013Q4,245.5,60.1,12.46,162.8
1714,2013Q3,231.3,59,12.03,160.4
1714,2013Q2,232.5,59.3,12.73,159.8
1714,2013Q1,240.6,60.3,12.66,158.5
1714,2012Q4,214.2,58.2,12.33,154.1
1714,2012Q3,190.3,55.5,12.3,152.3
1714,2012Q2,161.8,52.6,13.74,145.5
1714,2012Q1,163.2,53,13.63,144.7
1714,2011Q4,152.5,51.4,13.31,143.9
1714,2011Q3,156.5,53.8,12.99,134.3
1714,2011Q2,158.4,55.4,13.44,127.3
1714,2011Q1,163.9,57.2,12.99,122.8
1714,2010Q4,149.4,55.7,12.46,118.7
1714,2010Q3,136.6,54.7,14.03,113.3
1714,2010Q2,130.8,54.3,13.64,109.9
1714,2010Q1,122.9,54.4,13.1,103
1714,2009Q4,121.5,54.6,12.83,101.1
1714,2009Q3,112.9,53.7,12.36,97.31
1714,2009Q2,137.1,59.2,12.69,94.43
1714,2009Q1,133.4,59.2,12.17,91.87
1714,2008Q4,139.9,61.5,11.44,87.62
1714,2008Q3,164.8,65.1,11.7,88.37
1714,2008Q2,148.5,63.9,10.94,83.78
1714,2008Q1,191.5,70.2,10.29,81.43
1714,2007Q4,168.1,67.9,10.28,79.5
1714,2007Q2,153.6,65.9,10.72,79.39
1714,2006Q4,147.9,66.3,10.26,75.04
1714,2006Q2,146.1,67.2,9.68,71.26
1714,2005Q4,139.3,64.3,10.32,77.22
1714,2005Q2,129.5,61,10.82,82.78
1714,2004Q4,105.7,54,10.86,89.96
1714,2004Q2,0,0,11.58,0
1714,2003Q4,89.91,49.4,12.28,92.04
1714,2002Q4,69.46,43,12.26,91.97
1714,2001Q4,81.13,55.9,12.68,63.92
1714,2000Q4,65.75,53.2,12.61,57.93
1714,1999Q4,56.35,50.5,14.93,55.15
1714,1998Q4,33.27,40.3,16.52,49.26
